Title,Authors,PublicationType,URL,KeyFindings,Abstract
Prevention and genetic testing for breast cancer: variations in medical decisions.,"Bouchard, Blancquaert, Eisinger, Foulkes, Evans, Sobol, Julian-Reynier","Comparative Study, Journal Article, Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/14723904/,"The availability of genetic tests for BRCA gene mutations prompted cancer geneticists to give information about genetic risk. These consist mainly of breast self-examination, mammography screening, chemoprevention and prophylactic surgery (mastectomy, oophorectomy)","The discovery linking the genes BRCA1&2 to familial breast cancer played an important role in the clinical practice of geneticists and physicians. The availability of genetic tests for BRCA gene mutations prompted cancer geneticists to give information about genetic risk and to assess many women with a personal or family history of breast or ovarian cancer to inform them of preventive measures. These consist mainly of breast self-examination, mammography screening, chemoprevention and prophylactic surgery (mastectomy, oophorectomy). This paper examines clinical practices related to hereditary breast cancer testing and introduces a number of results from a survey carried out, between 1996 and 1998, in three clinics located in Montreal (Quebec, Canada), Marseilles (France) and Manchester (Great Britain). Results show substantial differences in the way cancer geneticists deal with environmental risk factors, breast and ovarian cancer testing, and chemoprevention and prophylactic surgery. Differences across cities persist in the multivariate analysis, suggesting that attitudes towards preventive measures may be partially explained by cultural factors. Different dimensions of culture are discussed including the social representation of health and risk, the interpretation of scientific evidence and the role of innovation leadership."
Preventing obesity starts with breastfeeding.,Spatz,"Journal Article, Review",https://pubmed.ncbi.nlm.nih.gov/24476651/,"An infant's nutrition at birth affects not only short-term health outcomes but also the health of that person as a child, adolescent, and adult. Breastfeeding is one concrete method to address the obesity epidemic that is growing worldwide.","Preventing obesity starts with breastfeeding. An infant's nutrition at birth affects not only short-term health outcomes but also the health of that person as a child, adolescent, and adult. This article examines major findings that all conclude that any breastfeeding will help protect an infant from obesity and overweight. Research supports that the more exclusive and longer a child is breastfed, the more protection from overweight and obesity is conferred. Mechanisms of action are explored in this article. It is of paramount importance to provide evidence-based lactation support and care to families to improve the incidence, exclusivity, and duration of breastfeeding. Breastfeeding is one concrete method to address the obesity epidemic that is growing worldwide."
Analgesia and spread of erector spinae plane block in breast cancer surgeries: a randomized controlled trial.,"Abdella, Arida, Megahed, El-Amrawy, Mohamed","Journal Article, Randomized Controlled Trial, Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36253729/,To evaluate the analgesic efficacy and spread of variable volumes of local anesthetics (LA) in Erector spinae plane block (ESPB) Sixty patients aged between 18 and 50 years with an ASA I-II and scheduled for breast cancer surgery were randomized to receive either ESPB with 20 ml 0.25% bupivacaine or no ESPB. Secondary outcomes were pain at rest and pain on movement evaluated by the VAS.,"To evaluate the analgesic efficacy and spread of variable volumes of local anesthetics (LA) in Erector spinae plane block (ESPB). Sixty patients aged between 18 and 50 years with an ASA I-II and scheduled for breast cancer surgery were randomized to receive either ESPB with 20 ml 0.25% bupivacaine (Standard volume ESPB), or with 40 ml 0.125% bupivacaine (High volume ESPB), or no ESPB (GA only group). The primary outcome was pain intensity evaluated by the visual analogue scale (VAS), 12 hours after surgery. P-values < 0.05 were considered the cutoff point for statistical significance. The secondary outcomes were pain at rest and pain on movement evaluated by the VAS, craniocaudal injectate spread, to paravertebral (PV) and epidural spaces assessed by CT, clinical dermatomal spread, level of sedation or agitation, and patient satisfaction with anesthesia and analgesia. VAS at rest 12 h after surgery was less in both intervention groups compared to the control (1.75 Â± 0.79 vs. 1.6 Â± 0.88 vs. 3.4 Â± 1.96, p = 0.001). The LA had extended further in the high volume group than the standard volume group (11.20 Â± 3.07 vs. 9.15 Â± 2.54 vertebral levels, p = 0.027). No difference of the spread to PV or epidural spaces between the 2 intervention groups. More dermatomes were covered in the high volume group (7.20 Â± 2.12 vs. 5.75 Â± 1.37 dermatomes, p = 0.014). Agitation was higher in the GA only group than both ESPB groups in the first 8 postoperative hours. Patients were more satisfied in both ESPB groups than the GA only group. Preoperative ESPB is an excellent analgesic modality and it can also attenuate both postoperative agitation and sedation. Doubling the injectate volume enhances the craniocaudal spreading and may be useful for surgeries requiring multiple dermatomes. However, larger volume has no effect on analgesic efficacy or patient satisfaction as there is no further spread to the PV, epidural spaces or spinal nerve rami. NCT04796363 (12/3/2021)."
Atrial fibrillation and anticoagulation in patients with breast cancer.,"D'Souza, Smedegaard, Madelaire, Bang, Nielsen, Torp-Pedersen, Gislason, Schou, FosbÃ¸l","Journal Article, Observational Study",https://pubmed.ncbi.nlm.nih.gov/31251080/,"Patients with breast cancer from 1998-2015 and subsequent atrial fibrillation within 3 years were stratified on anticoagulation and matched 1:3 on age, sex and comorbidities. Risks of thromboembolism and bleeding were estimated by Aalen-Johansen and multivariable cox regression models.","<i>Objectives</i>. To examine the long-term risk of thromboembolism and bleeding in patients with atrial fibrillation comparing patients with and without recent breast cancer in subgroups with or without anticoagulation therapy, respectively. <i>Design</i>. Using nationwide registries, patients with breast cancer from 1998-2015 and subsequent atrial fibrillation within 3 years were stratified on anticoagulation and matched 1:3 on age, sex and comorbidities with atrial fibrillation patients without breast cancer. Risks of thromboembolism and bleeding were estimated by Aalen-Johansen and multivariable cox regression models. <i>Results</i>. Atrial fibrillation patients with and without anticoagulation were matched, respectively (201 and 525 with breast cancer matched with 603 and 1,575 without breast cancer). In patients with CHA<sub>2</sub>DS<sub>2</sub>-VASc-score >1 and anticoagulation the three years risks of thromboembolism were 4.2% (95% confidence interval (CI) 1.1-7.3) and 3.2% (CI 1.5-4.9) in patients with and without breast cancer. The risks of bleeding were 5.3% (CI 1.7-8.9) and 5.1% (CI 3.0-7.1), respectively. Breast cancer was associated with a similar risk of thromboembolism in patients with and without anticoagulation, respectively (Hazard ratio (HR) 1.10, CI 0.63-1.92 and HR 1.11, CI 0.82-1.50) and a similar risk of bleeding in patients with and without anticoagulation, respectively (HR 1.01, CI 0.56-1.84 and HR 0.85, CI 0.57-1.27) compared with the matched controls. <i>Conclusions</i>. Breast cancer was not associated with altered risk of thromboembolism or bleeding in patients with atrial fibrillation irrespective of treatment with anticoagulation. Our analyses suggest that atrial fibrillation diagnosed in patients with breast cancer should be considered as primary atrial fibrillation."
"Knowledge and experience of cancer prevention and screening among Gypsies, Roma and Travellers: a participatory qualitative study.","Condon, Curejova, Morgan, Miles, Fenlon","Journal Article, Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/33593323/,"Ethnic minorities have lower awareness of cancer risk factors and services. Gypsies, Roma and Travellers have poor health outcomes even in comparison with other ethnic minorities. Little is known about how they view and enact primary prevention.","The incidence of cancer is increasing worldwide, which has led to greater public health focus on primary prevention. Ethnic minorities have lower awareness of cancer risk factors and services, and are at greater risk of cancer mortality. While Gypsies, Roma and Travellers have poor health outcomes even in comparison with other ethnic minorities, little is known about how they view and enact primary prevention. This study takes a participatory approach to explore knowledge and experience of cancer prevention and screening in these communities. Peer researchers conducted interviews (n = 37) and a focus group (n = 4) with a purposive sample of community members in Wales and South-West England. Participants self-identified as Roma (from Slovakia and Romania) or as Gypsies, Travellers or Showpeople (here described as Gypsy/Travellers). A third of the sample were Roma, and a quarter male, with ages ranging from 18 to 77 years. Data were collected from October 2018 to March 2019. Women and men knew that lifestyle factors, such as healthy diet, stopping smoking, drinking less alcohol and using sun protection, contribute to cancer risk reduction. However, there was a widespread lack of confidence in the effectiveness of these measures, particularly in relation to smoking. Traditional cultural beliefs were shared by Roma and Gypsy/Travellers, but did not necessarily affect the behaviour of individuals. Most women participated in cervical and breast screening but few Gypsy/Traveller men would engage with bowel screening, which conflicted with community ideals of stoical masculinity. Roma participants described language barriers to screening, with confusion about differences in timing and eligibility between the UK and Slovakian programmes; this led some to access screening abroad. This study provides new knowledge about how Gypsies, Roma and Travellers keep healthy and prevent disease, giving insights into similarities and differences between ages, sexes and communities. These culturally distinct and high-need ethnic minorities have specific needs in relation to cancer prevention and screening, which merit targeted and acceptable health promotion to reduce health inequalities."
Risks of subsequent primary cancers among breast cancer survivors according to hormone receptor status.,"Sung, Freedman, Siegel, Hyun, DeSantis, Ruddy, Jemal","Journal Article, Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/34002851/,"Study aimed at examining the risks of subsequent primary cancers (SPCs) among breast cancer survivors by hormone receptor (HR) status and age at diagnosis. Data from 12 Surveillance, Epidemiology, and End Results registries were used to identify 431,222 survivors diagnosed between the ages of 20 and 84 years from 1992 to 2015. Risk of new cancer diagnoses among survivors was 20% higher for those with HR-positive cancers.","This study was aimed at examining the risks of subsequent primary cancers (SPCs) among breast cancer survivors by hormone receptor (HR) status and age at diagnosis. Data from 12 Surveillance, Epidemiology, and End Results registries were used to identify 431,222 breast cancer survivors (at least 1 year) diagnosed between the ages of 20 and 84 years from 1992 to 2015. Risks of SPCs were measured as the standardized incidence ratio (SIR) and the excess absolute risk (EAR) per 10,000 person-years. Poisson regression was used to test the difference in SIRs by HR status. In comparison with the general population, the risk of new cancer diagnoses among survivors was 20% higher for those with HR-positive cancers (SIR, 1.20; 95% confidence interval [CI], 1.19-1.21; EAR, 23.3/10,000 person-years) and 44% higher for those with HR-negative cancers (SIR, 1.44; 95% CI, 1.41-1.47; EAR, 45.2/10,000 person-years), with the risk difference between HR statuses statistically significant. The higher risk after HR-negative cancer was driven by acute nonlymphocytic leukemia and breast, ovarian, peritoneal, and lung cancers. By age at diagnosis, the total EAR per 10,000 person-years ranged from 15.8 (95% CI, 14.1-17.5; SIR, 1.11) among late-onset (age, 50-84 years) HR-positive survivors to 69.4 (95% CI, 65.1-73.7; SIR, 2.24) among early-onset (age, 20-49 years) HR-negative survivors, with subsequent breast cancer representing 73% to 80% of the total EAR. After breast cancer, the greatest EARs were for ovarian cancer among early-onset HR-negative survivors, lung cancer among early- and late-onset HR-negative survivors, and uterine corpus cancer among late-onset HR-positive survivors. Risks of SPCs after breast cancer differ substantially by subtype and age. This suggests that more targeted approaches for cancer prevention and early-detection strategies are needed in survivorship care planning."
Gardner's syndrome.,"Watne, Core, Carrier","Journal Article, Research Support, U.S. Gov't, P.H.S.",https://pubmed.ncbi.nlm.nih.gov/1154213/,The clinical manifestations of Gardner's syndrome were studied in 280 patients from 11 families. Forty-one patients had carcinoma of the intestine develop. Eight per cent of the patients with the syndrome showed peritoneal fibrosis and fibrous tumors.,"The clinical manifestations of Gardner's syndrome were studied in 280 patients from 11 families. Forty-five per cent of the patients at risk inherited the syndrome. Forty-one patients had carcinoma of the intestine develop, with only a 27 per cent survival rate for this type cancer. Eight per cent of the patients with the syndrome showed peritoneal fibrosis and fibrous tumors. They also had carcinomas of the ampulla of Vater, liver, bldder and ovary develop as well as osteogenic sarcoma. The patients without the syndrome had carcinomas of the pancreas and breast develop as well as melanoma and leukemia. Twelve of the 16 patients having had a colectomy and ileoproctostomy showed regression of the remaining polyps of the rectum."
Efficacy of same-day versus next-day administration of pegfilgrastim for the prevention of chemotherapy-induced febrile neutropenia in breast cancer patients receiving dose-dense doxorubicin and cyclophosphamide: A retrospective multi-site analysis.,"Hobbs, Lowe, Ferdinand, Shook, Beck, Blais, Borchardt, Xu","Journal Article, Multicenter Study",https://pubmed.ncbi.nlm.nih.gov/36579812/,Pegfilgrastim was given on the same day as chemotherapy at one site and the day after chemotherapy at the other two sites. In the same-day group 36 patients (24.6%) developed FN compared to 25 patients (11.7%) in the next day group. Same-day administration did not significantly increase the rate of hospitalization.,"Administering pegfilgrastim on the same day as chemotherapy can improve patient satisfaction through convenience and may increase the utilization of cost-effective biosimilars compared to next-day administration, but the effect on clinical outcomes with commonly used breast cancer regimens is unclear. This multi-site, retrospective cohort study included breast cancer patients age 18 years or older who received dose-dense doxorubicin and cyclophosphamide (ddAC) and pegfilgrastim between 1 June 2016 and 31 May 2020. Pegfilgrastim was given on the same day as chemotherapy at one site and the day after chemotherapy at the other two sites. The primary endpoint compared the incidence of febrile neutropenia associated with pegfilgrastim administration timing. A total of 360 patients were reviewed (146 same-day administration and 214 next-day administration). In the same-day group 36 patients (24.6%) developed FN compared to 25 patients (11.7%) in the next-day group (<i>p</i> = 0.002). Same-day administration also significantly increased the incidences of additional acute care visits (11.6% vs 2.8%, <i>p</i> = 0.0016), grade â‰¥ 3 neutropenia (38.4% vs 13.6%, <i>p</i> < 0.0001), chemotherapy dose reductions (21.2% vs 6.1%, <i>p</i> < 0.0001), and antibiotic use (26.7% vs 12.6%, <i>p</i> = 0.001). Same-day administration did not significantly increase the rate of hospitalization (15% vs 11.2%, <i>p</i> = 0.36) and delay of next chemotherapy cycle by â‰¥1 day (8.2% vs 6.1%, <i>p</i> = 0.57) due to neutropenic complications. Administering pegfilgrastim on the same day as ddAC led to a significant increase in neutropenic complications. This study confirms the need to administer pegfilgrastim the day after chemotherapy in breast cancer patients receiving ddAC."
No clinical utility of KRAS variant rs61764370 for ovarian or breast cancer.,", Hollestelle, van der Baan, Berchuck, Johnatty, Aben, Agnarsson, AittomÃ¤ki, Alducci, Andrulis, Anton-Culver, Antonenkova, Antoniou, Apicella, Arndt, Arnold, Arun, Arver, Ashworth, , Baglietto, Balleine, Bandera, Barrowdale, Bean, Beckmann, Beckmann, Benitez, Berger, Berger, Beuselinck, Bisogna, Bjorge, Blomqvist, Bogdanova, Bojesen, Bojesen, Bolla, Bonanni, Brand, Brauch, , Brenner, Brinton, Brooks-Wilson, Bruinsma, Brunet, BrÃ¼ning, Budzilowska, Bunker, Burwinkel, Butzow, Buys, Caligo, Campbell, Carter, Chang-Claude, Chanock, Claes, CollÃ©e, Cook, Couch, Cox, Cramer, Cross, Cunningham, Cybulski, Czene, Damiola, Dansonka-Mieszkowska, Darabi, de la Hoya, deFazio, Dennis, Devilee, Dicks, Diez, Doherty, Domchek, Dorfling, DÃ¶rk, Silva, du Bois, Dumont, Dunning, Duran, Easton, Eccles, Edwards, Ehrencrona, Ejlertsen, Ekici, Ellis, , Engel, Eriksson, Fasching, Feliubadalo, Figueroa, Flesch-Janys, Fletcher, Fontaine, Fortuzzi, Fostira, Fridley, Friebel, Friedman, Friel, Frost, Garber, GarcÃ­a-Closas, Gayther, , , Gentry-Maharaj, Gerdes, Giles, Glasspool, Glendon, Godwin, Goodman, Gore, Greene, Grip, Gronwald, Gschwantler Kaulich, GuÃ©nel, Guzman, Haeberle, Haiman, Hall, Halverson, Hamann, Hansen, Harter, Hartikainen, Healey, , Hein, Heitz, Henderson, Herzog, T Hildebrandt, HÃ¸gdall, HÃ¸gdall, Hogervorst, Hopper, Humphreys, Huzarski, Imyanitov, Isaacs, Jakubowska, Janavicius, Jaworska, Jensen, Jensen, Johnson, Jukkola-Vuorinen, Kabisch, Karlan, Kataja, Kauff, , Kelemen, Kerin, Kiemeney, Kjaer, Knight, Knol-Bout, Konstantopoulou, Kosma, Krakstad, Kristensen, Kuchenbaecker, Kupryjanczyk, Laitman, Lambrechts, Lambrechts, Larson, Lasa, Laurent-Puig, Lazaro, Le, Le Marchand, Leminen, Lester, Levine, Li, Liang, Lindblom, Lindor, Lissowska, Long, Lu, Lubinski, Lundvall, Lurie, Mai, Mannermaa, Margolin, Mariette, Marme, Martens, Massuger, Maugard, Mazoyer, McGuffog, McGuire, McLean, McNeish, Meindl, Menegaux, MenÃ©ndez, Menkiszak, Menon, Mensenkamp, Miller, Milne, Modugno, Montagna, Moysich, MÃ¼ller, Mulligan, Muranen, Narod, Nathanson, Ness, Neuhausen, Nevanlinna, Neven, Nielsen, Nielsen, Nordestgaard, Nussbaum, Odunsi, Offit, Olah, Olopade, Olson, Olson, Oosterwijk, Orlow, Orr, Orsulic, Osorio, Ottini, Paul, Pearce, Pedersen, Peissel, Pejovic, Pelttari, Perkins, Permuth-Wey, Peterlongo, Peto, Phelan, Phillips, Piedmonte, Pike, Platte, Plisiecka-Halasa, Poole, Poppe, PylkÃ¤s, Radice, Ramus, Rebbeck, Reed, Rennert, Risch, Robson, Rodriguez, Romero, Rossing, Rothstein, Rudolph, Runnebaum, Salani, Salvesen, Sawyer, Schildkraut, Schmidt, Schmutzler, Schneeweiss, Schoemaker, Schrauder, Schumacher, Schwaab, Scuvera, Sellers, Severi, Seynaeve, Shah, Shrubsole, Siddiqui, Sieh, Simard, Singer, Sinilnikova, Smeets, Sohn, Soller, Song, Soucy, Southey, Stegmaier, Stoppa-Lyonnet, Sucheston, , Swerdlow, Tangen, Tea, Teixeira, Terry, Terry, Thomassen, Thompson, Tihomirova, Tischkowitz, Toland, Tollenaar, Tomlinson, Torres, Truong, Tsimiklis, Tung, Tworoger, Tyrer, Vachon, Van 't Veer, van Altena, Van Asperen, van den Berg, van den Ouweland, van Doorn, Van Nieuwenhuysen, van Rensburg, Vergote, Verhoef, Vierkant, Vijai, Vitonis, von Wachenfeldt, Walsh, Wang, Wang-Gohrke, Wappenschmidt, Weischer, Weitzel, Weltens, Wentzensen, Whittemore, Wilkens, Winqvist, Wu, Wu, Yang, Zaffaroni, Pilar Zamora, Zheng, Ziogas, Chenevix-Trench, Pharoah, Rookus, Hooning, Goode","Journal Article, Review",https://pubmed.ncbi.nlm.nih.gov/25940428/,"Clinical genetic testing is commercially available for rs61764370, an inherited variant residing in a KRAS 3' UTR microRNA binding site. We found no association with risk of ovarian cancer or breast cancer. This variant has no clinical utility related to the prediction or management of these cancers.","Clinical genetic testing is commercially available for rs61764370, an inherited variant residing in a KRAS 3' UTR microRNA binding site, based on suggested associations with increased ovarian and breast cancer risk as well as with survival time. However, prior studies, emphasizing particular subgroups, were relatively small. Therefore, we comprehensively evaluated ovarian and breast cancer risks as well as clinical outcome associated with rs61764370. Centralized genotyping and analysis were performed for 140,012 women enrolled in the Ovarian Cancer Association Consortium (15,357 ovarian cancer patients; 30,816 controls), the Breast Cancer Association Consortium (33,530 breast cancer patients; 37,640 controls), and the Consortium of Modifiers of BRCA1 and BRCA2 (14,765 BRCA1 and 7904 BRCA2 mutation carriers). We found no association with risk of ovarian cancer (OR=0.99, 95% CI 0.94-1.04, p=0.74) or breast cancer (OR=0.98, 95% CI 0.94-1.01, p=0.19) and results were consistent among mutation carriers (BRCA1, ovarian cancer HR=1.09, 95% CI 0.97-1.23, p=0.14, breast cancer HR=1.04, 95% CI 0.97-1.12, p=0.27; BRCA2, ovarian cancer HR=0.89, 95% CI 0.71-1.13, p=0.34, breast cancer HR=1.06, 95% CI 0.94-1.19, p=0.35). Null results were also obtained for associations with overall survival following ovarian cancer (HR=0.94, 95% CI 0.83-1.07, p=0.38), breast cancer (HR=0.96, 95% CI 0.87-1.06, p=0.38), and all other previously-reported associations. rs61764370 is not associated with risk of ovarian or breast cancer nor with clinical outcome for patients with these cancers. Therefore, genotyping this variant has no clinical utility related to the prediction or management of these cancers."
"Second Primary Cancers Following Cancer Among Adolescents and Young Adults in Queensland, Australia, 1982-2018.","Youlden, Roder, Walker, Bradford, Aitken",Journal Article,https://pubmed.ncbi.nlm.nih.gov/36178981/,More is known about second cancers among adolescent and young adult (AYA) cancer survivors. Melanoma and female breast cancer were the most common types of second primary cancer in the study cohort. Relative risk of all second primary cancers combined among AYA patients was inversely associated with age.,"<b><i>Purpose:</i></b> Increased risk of second primary cancers is an unwanted consequence of cancer survivorship. While the epidemiology of second cancers is well-documented for children and older people, less is known about second cancers among adolescent and young adult (AYA) cancer survivors. <b><i>Methods:</i></b> Unit record data were obtained from the Queensland Cancer Register. The study cohort comprised Queensland residents aged 15 to 39 years who were diagnosed with a first primary invasive cancer between 1982 and 2013. Follow-up on second cancers was available for a minimum of 5 years to the end of 2018. Standardized incidence ratios (SIRs) were used to approximate the risk of a second primary cancer relative to the general population. <b><i>Results:</i></b> In total, 3086 second primary cancers were observed among 34,431 eligible AYA patients (9%), equating to an overall SIR of 1.59 (95% confidence interval [CI] 1.53-1.64). Melanoma (<i>n</i> = 853, 28%) and female breast cancer (<i>n</i> = 594, 19%) were the most common types of second primary cancer in the study cohort. Relative risk of all second primary cancers combined among AYA patients was inversely associated with age and was highest within the period immediately after first diagnosis irrespective of age group; for example, patients aged 15-24 at first diagnosis recorded more than four times as many second primary cancers than expected within 2 years of their first cancer (SIR = 4.40, 95% CI 2.83-6.82). <b><i>Conclusions:</i></b> Detailed data on second primary cancers among AYA cancer survivors are important in promoting increased awareness and to inform the development of targeted prevention and surveillance strategies."
The knowledge of risk factors and prevention of breast cancer in Polish women.,"Chmaj-Wierzchowska, Jurczyk, Czech-Szczapa, Wilczak",Journal Article,https://pubmed.ncbi.nlm.nih.gov/29693879/,"Breast cancer is one of the most common malignancies among women. 93% - familial history of breast cancer, 46% - use of hormone treatment, and 40.16% - taking contraceptive pills.","Currently, breast cancer is one of the most common malignancies among women and it constitutes a significant medical, economic, and social problem. The study was conducted in a group of 600 healthy women (aged 18 to 88 years) between September 2011 and February 2015 living in the region of Wielkopolska (Poland) in a private gynecological practice. A survey questionnaire designed specifically for purposes of the study was a tool used to conduct the study. With regards to risk factors for breast cancer: 93% - familial history of breast cancer, 46% - use of hormone treatment, and 40.16% - taking contraceptive pills. A significant component of breast cancer prevention should be providing information regarding prevention tests and increasing accessibility to medical services."
"Trends of female and male breast cancer incidence at the global, regional, and national levels, 1990-2017.","Chen, Xu, Shi, Zeng, Zhuo, Hao, Fan",Journal Article,https://pubmed.ncbi.nlm.nih.gov/32056055/,"Between 1990 and 2017, the number of newly diagnosed female breast cancer cases increased from 870.2 thousand to 1937.6 thousand. Male breast cancer (MBC) is a rare carcinoma and has no evident cluster across the world. More emphases should be placed on breast cancer primary prevention.","Breast cancer is a major public health concern worldwide and shows significant heterogeneity between male and female. Knowing the global incidence landscape in both sexes is critical for the breast cancer prevention and the reduction in disease burden. We retrieved the incidence data of breast cancer in both sexes from the Global Burden of Disease 2017 database. Average annual percentage change was used to quantify the temporal trends of breast cancer incidence. Between 1990 and 2017, the number of newly diagnosed female breast cancer (FBC) cases increased from 870.2 thousand to 1937.6 thousand, with the age-standardized incidence rate (ASR) significantly increased from 39.2/100,000 to 45.9/100,000. A total of 166 countries experienced a significant increase in FBC-ASR. The most pronounced increase was mainly found in developing countries. The decrease was mostly detected in several developed countries, such as the USA and the UK. Male breast cancer (MBC) is a rare carcinoma and has no evident cluster across the world. Worldwide, the number of newly diagnosed MBC cases increased from 8.5 thousand in 1990 to 23.1 thousand in 2017, with the ASR significantly increased from 0.46/100,000 to 0.61/100,000. A total of 123 countries showed a significant increasing trend in MBC-ASR. Breast cancer incidence rates are increasing in most countries in both sexes, although the epidemiological features were not completely shared between FBC and MBC. More emphases should be placed on breast cancer primary prevention and the prevention strategies might need to be tailored for both FBC and MBC."
[Cervical and breast cancer prevention among underprivileged women in France: an epidemiological study].,"Chappuis, Antonielli, Laurence, Rochefort, Giboin, Corty",Journal Article,https://pubmed.ncbi.nlm.nih.gov/25091648/,Only 33.1% of women aged 25-65 declared that they have ever realized a cervical smear in their lives. More than a third of the concerned women did not know cervical smear and 72% of the women under 35 years old do not know the HPV vaccine. The survey highlights less use of cancer screening among underprivileged women.,"If cervical cancer and breast cancer screening are frequent practices in general population, studies indicate that these practices are less common among underprivileged women. Doctors of the World conducted a study to measure cancer prevention and screening among women attending medical consultation in their health care centers (Caso) in France. The survey was conducted in 5 Caso. A questionnaire was proposed to all women (aged 14 years and older) attending medical consultation. 203 women participated in the survey. Only 33.1% of women aged 25-65 declared that they have ever realized a cervical smear in their lives. More than a third of the concerned women did not know cervical smear and 72% of the women under 35 years old do not know the HPV vaccine. 70.8% of women aged 50-74 said they had never realized a mammogram. The survey highlights less use of cancer screening among underprivileged women compared to the general population, underlines the need for appropriate actions for these populations and the need to facilitate health coverage access for women facing multiple vulnerability factors."
Adolescent obesity and midlife cancer risk: a population-based cohort study of 2Â·3 million adolescents in Israel.,"Furer, Afek, Sommer, Keinan-Boker, Derazne, Levi, Tzur, Tiosano, Shina, Glick, Kark, Tirosh, Twig",Journal Article,https://pubmed.ncbi.nlm.nih.gov/32027851/,"Obesity has been established as a causal factor for several types of cancer, and adolescent obesity is increasing worldwide. We examined associations between measured body-mass index (BMI) at age 17 years and cancer incidence, and with mortality among those who developed cancer.","Obesity has been established as a causal factor for several types of cancer, and adolescent obesity is increasing worldwide. We examined associations between measured body-mass index (BMI) at age 17 years and cancer incidence, and with mortality among those who developed cancer. In a nationwide, population-based cohort of adolescents, height and weight were measured at pre-recruitment mandatory medical examination during 1967-2010. BMI was classified according to US Center for Disease Control and Prevention percentiles. We applied Cox proportional hazard models to estimate the hazard ratios (HRs) and 95% CIs for incident cases of cancer using the 5th-49th BMI percentile group as a reference. The primary outcome was any cancer diagnosis between Jan 1, 1967, and Dec 31, 2012, as recorded in the Israeli National Cancer Registry. Participants with a diagnosis of cancer at baseline (before military recruitment assessment) were excluded from this analysis. The secondary outcome of this study was all-cause mortality among cohort members who had cancer, between Jan 1, 1967, and Dec 31, 2017. Of the 2 458 170 participants examined between Jan 1, 1967, and Dec 31, 2010, 160 040 were excluded. 2 298 130 participants of which 928 110 were women and 1 370 020 were men. During 29 542 735 person-years of follow-up in men, 26 353 incident cases of cancer were recorded and in 18 044 863 person-years of follow-up in women, 29 488 incident cases of cancer were recorded. Cancer incidence increased gradually across BMI percentiles. The adjusted HR was 1Â·26 (95% CI 1Â·18-1Â·35) among men with adolescent obesity. Among women, we found no association between obesity and overall cancer, driven by inverse associations of obesity with cervical and breast cancers. When these cancers were excluded, the adjusted HR for cancer was 1Â·27 (1Â·13-1Â·44) among women with adolescent obesity. In both sexes, high BMI (â‰¥85th percentile) was associated with an increased cancer risk after 10 years. This association was accentuated in the late period of the cohort versus the early period of the cohort. BMI was positively associated with a higher risk of mortality. The projected population attributable risk for high BMI was 5Â·1% (4Â·2-6Â·1) for men and 5Â·7% (4Â·2-7Â·3) for women. The increasing prevalence of adolescent obesity and the possible association between adolescent BMI and cancer incidence might increase the future burden of obesity-related cancers. BMI among adolescents could constitute an important intervention target for cancer prevention. None."
