Title,Authors,PublicationType,URL,KeyFindings,Abstract
No clinical utility of KRAS variant rs61764370 for ovarian or breast cancer.,", Hollestelle, van der Baan, Berchuck, Johnatty, Aben, Agnarsson, AittomÃ¤ki, Alducci, Andrulis, Anton-Culver, Antonenkova, Antoniou, Apicella, Arndt, Arnold, Arun, Arver, Ashworth, , Baglietto, Balleine, Bandera, Barrowdale, Bean, Beckmann, Beckmann, Benitez, Berger, Berger, Beuselinck, Bisogna, Bjorge, Blomqvist, Bogdanova, Bojesen, Bojesen, Bolla, Bonanni, Brand, Brauch, , Brenner, Brinton, Brooks-Wilson, Bruinsma, Brunet, BrÃ¼ning, Budzilowska, Bunker, Burwinkel, Butzow, Buys, Caligo, Campbell, Carter, Chang-Claude, Chanock, Claes, CollÃ©e, Cook, Couch, Cox, Cramer, Cross, Cunningham, Cybulski, Czene, Damiola, Dansonka-Mieszkowska, Darabi, de la Hoya, deFazio, Dennis, Devilee, Dicks, Diez, Doherty, Domchek, Dorfling, DÃ¶rk, Silva, du Bois, Dumont, Dunning, Duran, Easton, Eccles, Edwards, Ehrencrona, Ejlertsen, Ekici, Ellis, , Engel, Eriksson, Fasching, Feliubadalo, Figueroa, Flesch-Janys, Fletcher, Fontaine, Fortuzzi, Fostira, Fridley, Friebel, Friedman, Friel, Frost, Garber, GarcÃ­a-Closas, Gayther, , , Gentry-Maharaj, Gerdes, Giles, Glasspool, Glendon, Godwin, Goodman, Gore, Greene, Grip, Gronwald, Gschwantler Kaulich, GuÃ©nel, Guzman, Haeberle, Haiman, Hall, Halverson, Hamann, Hansen, Harter, Hartikainen, Healey, , Hein, Heitz, Henderson, Herzog, T Hildebrandt, HÃ¸gdall, HÃ¸gdall, Hogervorst, Hopper, Humphreys, Huzarski, Imyanitov, Isaacs, Jakubowska, Janavicius, Jaworska, Jensen, Jensen, Johnson, Jukkola-Vuorinen, Kabisch, Karlan, Kataja, Kauff, , Kelemen, Kerin, Kiemeney, Kjaer, Knight, Knol-Bout, Konstantopoulou, Kosma, Krakstad, Kristensen, Kuchenbaecker, Kupryjanczyk, Laitman, Lambrechts, Lambrechts, Larson, Lasa, Laurent-Puig, Lazaro, Le, Le Marchand, Leminen, Lester, Levine, Li, Liang, Lindblom, Lindor, Lissowska, Long, Lu, Lubinski, Lundvall, Lurie, Mai, Mannermaa, Margolin, Mariette, Marme, Martens, Massuger, Maugard, Mazoyer, McGuffog, McGuire, McLean, McNeish, Meindl, Menegaux, MenÃ©ndez, Menkiszak, Menon, Mensenkamp, Miller, Milne, Modugno, Montagna, Moysich, MÃ¼ller, Mulligan, Muranen, Narod, Nathanson, Ness, Neuhausen, Nevanlinna, Neven, Nielsen, Nielsen, Nordestgaard, Nussbaum, Odunsi, Offit, Olah, Olopade, Olson, Olson, Oosterwijk, Orlow, Orr, Orsulic, Osorio, Ottini, Paul, Pearce, Pedersen, Peissel, Pejovic, Pelttari, Perkins, Permuth-Wey, Peterlongo, Peto, Phelan, Phillips, Piedmonte, Pike, Platte, Plisiecka-Halasa, Poole, Poppe, PylkÃ¤s, Radice, Ramus, Rebbeck, Reed, Rennert, Risch, Robson, Rodriguez, Romero, Rossing, Rothstein, Rudolph, Runnebaum, Salani, Salvesen, Sawyer, Schildkraut, Schmidt, Schmutzler, Schneeweiss, Schoemaker, Schrauder, Schumacher, Schwaab, Scuvera, Sellers, Severi, Seynaeve, Shah, Shrubsole, Siddiqui, Sieh, Simard, Singer, Sinilnikova, Smeets, Sohn, Soller, Song, Soucy, Southey, Stegmaier, Stoppa-Lyonnet, Sucheston, , Swerdlow, Tangen, Tea, Teixeira, Terry, Terry, Thomassen, Thompson, Tihomirova, Tischkowitz, Toland, Tollenaar, Tomlinson, Torres, Truong, Tsimiklis, Tung, Tworoger, Tyrer, Vachon, Van 't Veer, van Altena, Van Asperen, van den Berg, van den Ouweland, van Doorn, Van Nieuwenhuysen, van Rensburg, Vergote, Verhoef, Vierkant, Vijai, Vitonis, von Wachenfeldt, Walsh, Wang, Wang-Gohrke, Wappenschmidt, Weischer, Weitzel, Weltens, Wentzensen, Whittemore, Wilkens, Winqvist, Wu, Wu, Yang, Zaffaroni, Pilar Zamora, Zheng, Ziogas, Chenevix-Trench, Pharoah, Rookus, Hooning, Goode","Journal Article, Review",https://pubmed.ncbi.nlm.nih.gov/25940428/,"Clinical genetic testing is commercially available for rs61764370, an inherited variant residing in a KRAS 3' UTR microRNA binding site. We found no association with risk of ovarian cancer or breast cancer. This variant has no clinical utility related to the prediction or management of these cancers.","Clinical genetic testing is commercially available for rs61764370, an inherited variant residing in a KRAS 3' UTR microRNA binding site, based on suggested associations with increased ovarian and breast cancer risk as well as with survival time. However, prior studies, emphasizing particular subgroups, were relatively small. Therefore, we comprehensively evaluated ovarian and breast cancer risks as well as clinical outcome associated with rs61764370. Centralized genotyping and analysis were performed for 140,012 women enrolled in the Ovarian Cancer Association Consortium (15,357 ovarian cancer patients; 30,816 controls), the Breast Cancer Association Consortium (33,530 breast cancer patients; 37,640 controls), and the Consortium of Modifiers of BRCA1 and BRCA2 (14,765 BRCA1 and 7904 BRCA2 mutation carriers). We found no association with risk of ovarian cancer (OR=0.99, 95% CI 0.94-1.04, p=0.74) or breast cancer (OR=0.98, 95% CI 0.94-1.01, p=0.19) and results were consistent among mutation carriers (BRCA1, ovarian cancer HR=1.09, 95% CI 0.97-1.23, p=0.14, breast cancer HR=1.04, 95% CI 0.97-1.12, p=0.27; BRCA2, ovarian cancer HR=0.89, 95% CI 0.71-1.13, p=0.34, breast cancer HR=1.06, 95% CI 0.94-1.19, p=0.35). Null results were also obtained for associations with overall survival following ovarian cancer (HR=0.94, 95% CI 0.83-1.07, p=0.38), breast cancer (HR=0.96, 95% CI 0.87-1.06, p=0.38), and all other previously-reported associations. rs61764370 is not associated with risk of ovarian or breast cancer nor with clinical outcome for patients with these cancers. Therefore, genotyping this variant has no clinical utility related to the prediction or management of these cancers."
Check-up examination: recommendations in adults.,"Virgini, Meindl-Fridez, Battegay, Zimmerli","Journal Article, Review",https://pubmed.ncbi.nlm.nih.gov/25635626/,"The aim of PHEs is to identify risk factors and early signs of disease. Each PHE should include counselling, immunisation and physical examination. The U.S. Preventive Service Task Force (USPSTF) provides updated recommendations on different existing preventive care measures based on relevant literature review.","Check-up examinations, or periodic health examinations (PHEs), have gained in importance during the last decades and are nowadays among the most common reasons for consultations in primary care settings. The aim of PHEs is to identify risk factors and early signs of disease, but also to prevent future illness by early intervention. Therefore, each PHE should include counselling, immunisation and physical examination according to the patient's age and gender. However, deciding whether to screen a patient and choosing the most appropriate screening method can be challenging for general practitioners. The U.S. Preventive Service Task Force (USPSTF) provides updated recommendations on different existing preventive care measures based on relevant literature review. The aim of this review is to provide an updated statement of recommendations regarding preventive care measures based mostly on the guidelines derived from the USPSTF and the Swiss Medical Board. Among the major updates, there is no recommendation anymore to routinely screen for breast cancer and prostate cancer in asymptomatic adults. Since 2013, however, the USPSTF recommends annual screening for lung cancer with low-dose CT in patients aged 55 to 80 years with a smoking history of â‰¥30 pack years. During PHEs, the physician should be alert to the patients' hidden agendas, which are the reason for one third of all consultations in primary care."
Applying the precautionary principle to nutrition and cancer.,"Gonzales, Barnard, Jenkins, Lanou, Davis, Saxe, Levin","Journal Article, Review",https://pubmed.ncbi.nlm.nih.gov/24870117/,"Research has identified certain foods and dietary patterns that are associated with reduced cancer risk. This research has formed the basis for dietary guidance issued by cancer organizations. This review specifies suggested dietary guidance in which evidence of a dietary influence on cancer risk is substantial, even if not conclusive.","Research has identified certain foods and dietary patterns that are associated with reduced cancer risk and improved survival after cancer diagnosis. This research has formed the basis for dietary guidance issued by cancer organizations. Unfortunately, gaps within nutrition research have made it difficult to make recommendations in some areas. This review specifies suggested dietary guidance in which evidence of a dietary influence on cancer risk is substantial, even if not conclusive. Evidence summaries within the review are based on the 2007 report of the World Cancer Research Fund/American Institute for Cancer Research. This review also describes advantages and disadvantages of following the suggested dietary guidance and includes putative mechanisms involved in cancer progression. Suggested dietary guidance where evidence is sufficiently compelling include (1) limiting or avoiding dairy products to reduce the risk of prostate cancer; (2) limiting or avoiding alcohol to reduce the risk of cancers of the mouth, pharynx, larynx, esophagus, colon, rectum, and breast; (3) avoiding red and processed meat to reduce the risk of cancers of the colon and rectum; (4) avoiding grilled, fried, and broiled meats to reduce the risk of cancers of the colon, rectum, breast, prostate, kidney, and pancreas; (5) consumption of soy products during adolescence to reduce the risk of breast cancer in adulthood and to reduce the risk of recurrence and mortality for women previously treated for breast cancer; and (6) emphasizing fruits and vegetables to reduce risk of several common forms of cancer. By adopting the precautionary principle for nutrition research, this review aims to serve as a useful tool for practitioners and patients."
Identifying opportunities for cancer prevention during preadolescence and adolescence: puberty as a window of susceptibility.,"Biro, Deardorff","Journal Article, Research Support, N.I.H., Extramural, Review",https://pubmed.ncbi.nlm.nih.gov/23601607/,"Epidemiologic studies document an association between exposures at critical windows of susceptibility with outcomes as diverse as childhood and adult obesity, timing of menarche, and risk for hypertension or breast cancer. The long-term sequela of responses to early exposures may impact other adult morbidities.","Early life exposures during times of rapid growth and development are recognized increasingly to impact later life. Epidemiologic studies document an association between exposures at critical windows of susceptibility with outcomes as diverse as childhood and adult obesity, timing of menarche, and risk for hypertension or breast cancer. This article briefly reviews the concept of windows of susceptibility for providers who care for adolescent patients. The theoretical bases for windows of susceptibility is examined, evaluating the relationship between pubertal change and breast cancer as a paradigm, and reviewing the underlying mechanisms, such as epigenetic modification. The long-term sequela of responses to early exposures may impact other adult morbidities; addressing these exposures represents an important challenge for contemporary medicine."
Care of the breast and support of breast-feeding.,Bedinghaus,"Journal Article, Review",https://pubmed.ncbi.nlm.nih.gov/9016733/,"Early and frequent nursing and careful attention to the infant's suckling position during the postpartum period can prevent several common problems. Neonatal jaundice, poor weight gain, mastitis, and candidiasis should be recognized and managed correctly. Problems related to silicone augmentation are discussed briefly.","Primary care physicians can integrate care of the breasts through a woman's life cycle. Early and frequent nursing and careful attention to the infant's suckling position during the postpartum period can prevent several common problems. Neonatal jaundice, poor weight gain, mastitis, and candidiasis should be recognized and managed correctly. Outside the puerperium, fibrocystic change, nonlactational mastitis, and benign breast masses are encountered commonly. Problems related to silicone augmentation are discussed briefly."
Premature ovarian insufficiency and neurological function.,"Soni, Hogervorst","Journal Article, Review",https://pubmed.ncbi.nlm.nih.gov/24942013/,Premature ovarian insufficiency (POI) involves loss of ovarian function before age 40. POI has been associated with neurological dysfunction and an increased risk of dementia. Findings related to loss of cognitive function after chemotherapy or GnRH treatments are mixed.,"Premature ovarian insufficiency (POI) involves loss of ovarian function before age 40. POI has been associated with neurological dysfunction and an increased risk of dementia, perhaps due to depletion in estrogen levels. The present review discusses the effects of POI caused by genetic disorder, natural premature menopause, surgical menopause, breast cancer treatment and gonadotropin-releasing hormone (GnRH) agonist treatment. Overall, data suggest an increased risk of neurological disorder where POI is due to premature menopause or induced from surgery. This increased risk appears to be most apparent on domains of global cognitive and verbal memory tests. Where POI is caused by genetic disorder, observed cognitive deficiencies may be more likely to have a genetic basis rather than being due to the effects of sex steroids on the brain. Findings related to loss of cognitive function after chemotherapy or GnRH treatments are mixed. There are also discrepant data related to use of hormone therapy after POI (particularly after surgical menopause). After surgery, hormone treatment appears to be most beneficial if initiated close to the average natural age of menopause."
Physical activity in adolescence and young adulthood and breast cancer risk: a quantitative review.,"Lagerros, Hsieh, Hsieh","Journal Article, Research Support, Non-U.S. Gov't, Review",https://pubmed.ncbi.nlm.nih.gov/15075782/,Physical activity in 12-24-year-old females significantly reduces risk of breast cancer. Each one-hour increase of recreational physical activity/week during adolescence was associated with a 3% (95% CI 0-6%) risk reduction.,"Physical activity habits are potentially modifiable and could therefore be targeted in a primary prevention strategy against breast cancer, provided there is causality and a sufficiently strong relationship. Our objective of this quantitative review was to provide a summary estimate of the association of moderate/vigorous recreational physical activity during adolescence/young adulthood with breast cancer risk, and to determine whether a dose-response relationship exists. Data sources included studies in humans relating physical activity to breast cancer risk, published between January 1966 and October 2002, identified on Medline, the Web of Science, from reference lists and related reviews. The main characteristics of each study, the point estimates of relative risk (RR) and confidence intervals (CI) were extracted from 19 case-control and four cohort studies. Comparing the highest to the lowest category of physical activity, the summary RR from the random effects model was 0.81 (95% CI 0.73-0.89). This almost 20% risk reduction proved to be fairly consistent, despite variation in populations and methods. Each one-hour increase of recreational physical activity/week during adolescence was associated with a 3% (95% CI 0-6%) risk reduction. Physical activity in 12-24-year-old females significantly reduces risk of breast cancer. Heterogeneity may be explained by different methods to measure activity."
Primary prevention of HTLV-I in Japan.,"Hino, Katamine, Miyata, Tsuji, Yamabe, Miyamoto","Journal Article, Review",https://pubmed.ncbi.nlm.nih.gov/8797724/,"The ATL prevention program (AAP) in the Nagasaki Prefecture since 1987 consists of screening of pregnant women and asking the seropositives to refrain from breast-feeding. The maternal transmission rate dropped from approximately 20% to approximately 3%. Among formula-fed children, none of the cord-positives seroconverted.","The ATL prevention program (AAP) in the Nagasaki Prefecture since 1987 consists of screening of pregnant women and asking the seropositives to refrain from breast-feeding. We screened approximately 90% of gravidas in the Prefecture and > 90% of the seropositive women agreed not to breast-feed. The maternal transmission rate dropped from approximately 20% to approximately 3%. PCR of cord bloods showed that 2.5% were PCR-positive. However, among formula-fed children, none of the cord-positives seroconverted, and none of the seropositives tested had been cord-positive. Breast-feeding for less than six months decreased the transmission rate significantly, but may have a higher transmission rate than the formula feeding."
"Cancer statistics in Yemen: incidence and mortality, in 2020.","Ibrahim, El Baldi, Mohammed, El Rhazi, Benazzouz","Review, Journal Article",https://pubmed.ncbi.nlm.nih.gov/38580993/,The current cancer epidemiological profile in Yemen suffers from a lack of locally representative data and resources. This study aims to provide a comprehensive overview of the cancer burden and trends in Yemen for 2020. Breast cancer was most prevalent in Yemen across all age groups and genders (31.1%),"The current cancer epidemiological profile in Yemen suffers from a lack of locally representative data and resources, posing a challenge in determining the real incidence, prevalence, survival and mortality rates, particularly data extracted from national hospitals. This study aims to provide a comprehensive overview of the cancer burden and trends in Yemen for 2020, including incidence and mortality rates. The current study provides cancer statistics and their trends in Yemen, including incidence and mortality, in 2020 by using descriptive statistics. The data was obtained using the Global Cancer Observatory (GCO) 2020 online database. According to the (GCP) database in 2020, the crude incidence rate (CIR) of all cancers in Yemen was 55.2 per 100.000. The age-standardized rate (ASR) was 97.0 per 100.000, and the cumulative risk (0-74) was 22.0 per 100.000. The age-standardized rate (ASR) was 76.5 per 100.000, and the cumulative risk (0-74) was 19.6 per 100.000. Furthermore, the crude mortality rate (CIR) of all cancers was 40.6 per 100.000. Breast cancer was most prevalent in Yemen across all age groups and genders (31.1%), followed by colorectal cancer (7.7%) and leukemia (5.7%). Breast cancer also ranked as the primary cause of mortality at an estimated percentage of 13.5%, followed by colorectal cancer (8.8%) and stomach cancer (7.1%). Cancer has become a significant life-threatening illness in Yemen with an increase in the disease burden of breast cancer in women. Furthermore, leukemia in children and colorectal cancer in both sexes have experienced a more significant burden as well. Therefore, it is imperative for initiatives for cancer control and prevention to be prioritised at national and regional levels."
Best practice & research clinical haematology: Screening for breast cancer in hodgkin lymphoma survivors.,Wong,"Journal Article, Review, Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/38092481/,"breast cancer risk is felt to originate from chest wall radiation exposure prior to the third decade of life. Women with a history of chest radiation for Hodgkin lymphoma are counselled to begin screening with bilateral breast MRI at 25 years of age, or eight years after radiation.","Childhood and young adult survivors of Hodgkin lymphoma are at an elevated risk of developing breast cancer. Breast cancer risk is felt to originate from chest wall radiation exposure prior to the third decade of life, with incidence beginning to rise approximately eight to ten years following Hodgkin lymphoma treatment. Although incidence varies according to age at radiation exposure, dosage, and treatment fields, cohort studies have documented a cumulative incidence of breast cancer of 10-20% by 40 years of age. Women with a history of chest radiation for Hodgkin lymphoma are counselled to begin screening with bilateral breast MRI at 25 years of age, or eight years after radiation, whichever occurs later. Outside of high-risk surveillance, the optimal management approach for women with prior radiation exposure continues to evolve. When diagnosed with breast malignancy, evidence supports consideration of unilateral therapeutic and contralateral prophylactic mastectomy, although breast conserving surgery may be considered following multidisciplinary assessment. This review will address the epidemiology, characteristics, screening and management guidelines, and breast-cancer prevention efforts for Hodgkin lymphoma survivors treated with radiation therapy in adolescence and young adulthood."
"Global and national guidance for the use of pre-exposure prophylaxis during peri-conception, pregnancy and breastfeeding.","Davies, Heffron","Journal Article, Research Support, N.I.H., Extramural, Review",https://pubmed.ncbi.nlm.nih.gov/30447703/,"Pre-exposure prophylaxis (PrEP) is a well-established biomedical HIV prevention strategy. It is recommended to reduce HIV risk during peri-conception, pregnancy and breastfeeding. Efforts are needed to translate global recommendations into national guidelines and implementation strategies.","Pre-exposure prophylaxis (PrEP) is a well-established biomedical HIV prevention strategy and recommended to reduce HIV risk during peri-conception, pregnancy and breastfeeding. Efforts are needed to translate global recommendations into national guidelines and implementation strategies. This article presents the current status of policy guidance for the use of PrEP during peri-conception, pregnancy and breastfeeding, with a particular focus on high prevalence countries, including those in sub-Saharan Africa. PrEP clinical guidelines released by ministries of health or other national-level health bodies, with a particular focus on recommendations for PrEP use during peri-conception, pregnancy and breastfeeding, were reviewed and summarised. Among countries with PrEP guidelines and/or policy, pregnancy is recognised as a period with increased HIV vulnerability, and some recommend PrEP use specifically during pregnancy. Only one country notes that PrEP is contraindicated during pregnancy, recognising a gap in complete safety data from women using PrEP throughout pregnancy. PrEP is not contraindicated as a peri-conception HIV prevention strategy in any country, but only three countries have specific guidance for peri-conception HIV prevention. Multiple barriers to the implementation of PrEP during pregnancy and breastfeeding are discussed, including barriers at the policy, health systems, social and personal levels. Although pregnancy is a period of heightened risk and fertility rates are high in many settings with high HIV burden, few PrEP policies have included guidance for PrEP use specific to peri-conception, pregnancy and breastfeeding periods. This gap can be overcome by the development or adoption of national clinical guidelines and implementation strategies from exemplary countries."
Risk factors for breast cancer: is ionizing radiation among them?,"Golubicic, Borojevic, Pavlovic","Journal Article, Review",https://pubmed.ncbi.nlm.nih.gov/19145669/,"All human beings are exposed to the influence of ionizing radiation from natural, medical and other artificial sources. It has been known that female breast tissue is highly sensitive to the carcinogenic effects of radiation. The highest risk of radiation- induced breast cancer is evidenced in the sub-population of female patients who have undergone radiotherapy.","All human beings are exposed to the influence of ionizing radiation from natural, medical and other artificial sources. Therefore, the influence of radiation as a risk factor for cancer development has been among the most studied external factors over the last 6 decades, particularly with respect to radiosensitive tissues and organs. It has been known that female breast tissue is highly sensitive to the carcinogenic effects of radiation, particularly when exposure takes place at younger age. All women are exposed to low doses of radiation for several common reasons (kind of occupation, medical diagnostic procedures, residence background radiation) whose effects on breast cancer development cannot be documented, and thus it is believed that ionizing radiation is not primary or major risk factor leading to development of breast cancer. Radiobiological studies revealed a specific event caused by radiation through recognition of the critical target in radiation-induced carcinogenesis. Accordingly, mutagenic and carcinogenic effects of ionizing radiation are evidenced both in vitro and in vivo, although the incidence of radiation-induced cancers is low. The highest risk of radiation- induced breast cancer is evidenced in the sub-population of female patients who have undergone radiotherapy for either malignant or non-malignant diseases, including benign breast diseases in their childhood or young age. Therefore, as a means of prevention in this group of population, indications for application of ionizing radiation, both diagnostic and therapeutic, should be highly selective, meaning that radiation should be applied only if the possible benefit outweighs the risk."
Hormones and progeny of breast tumor cells.,"Schneider, BÃ¶cker","Journal Article, Review",https://pubmed.ncbi.nlm.nih.gov/16698656/,The risk of breast cancer is inversely related to parity. Women during adolescence have the highest susceptibility to breast cancer development. This appears to be the period when the mammary gland has the highest number of stem cells. Stem cells may represent important targets for transformational events.,"The rudimentary human glandular breast, with the approach of puberty, starts to grow both at glandular and stromal sites. Full differentiation is a gradual process and takes many years, and is only fully attained by pregnancy. The risk of breast cancer is inversely related to parity. Women during adolescence have the highest susceptibility to breast cancer development. This appears to be the period when the mammary gland has the highest number of stem cells. Stem cells may represent important targets for transformational events. Immunohistochemistry allows for identification of the lineage-specific precursor glandular and myoepithelial cells and their differentiated progeny. Both estrogen receptor subtypes are found in epithelial cells of alveoli and ducts as well as in stromal cells. Immunophenotypia of benign proliferative breast disease favors a fundamentally different epithelial composition from that of most malignant epithelial proliferations such as atypical ductal hyperplasia, ductal carcinoma in situ, lobular neoplasia and invasive breast carcinoma. Immunophenotypical characterization of these lesions assists in distinguishing benign from malignant disease. Based on the observation of bilateral risks and frequent multifocality with atypical ductal hyperplasia, atypical lobular hyperplasia and lobular carcinoma in situ, it is suggested that these may represent risk factors as well as precursors. One should, however, realize that ductal as well as lobular premalignant breast lesions ultimately arise from stem cells in the terminal duct lobular units. Estrogen receptor-beta (ERbeta)-positive and ERalpha-negative expression characterizes the highest levels of proliferative cancer cell activity. Point mutations and alterations of co-activators and co-repressors will also determine hormone sensitivity. There is evidence for different genetic pathways in the development of ductal carcinoma in situ and lobular carcinoma in situ. While they share recurrent 16q losses, a second hit in the E-cadherin gene explains the advent of lobular lesions and their common existence with the primary ductal type. Based on our immunocytochemical observations, the most likely target cell of malignant transformation is the Ck18/18-positive and ER-negative transient cell of normal breast epithelium. Pregnancy confers a different genomic imprint to breast epithelial stem cells. Further elucidation of this mechanism may assist in developing appropriate means of breast cancer prevention. This paper is the Pieter van Keep Memorial Lecture given by Professor Hermann Schneider at the 11th World Congress on the Menopause, October 18-22, 2005, in Buenos Aires, Argentina."
Gonadotropin-Releasing Hormone Agonists for Ovarian Function Preservation in Premenopausal Women Undergoing Chemotherapy for Early-Stage Breast Cancer: A Systematic Review and Meta-analysis.,"Munhoz, Pereira, Sasse, Hoff, Traina, Hudis, Marques","Journal Article, Meta-Analysis, Review, Systematic Review",https://pubmed.ncbi.nlm.nih.gov/26426573/,Chemotherapy may result in a detrimental effect on ovarian function and fertility in premenopausal women undergoing treatment for early-stage breast cancer (EBC) Gonadotropin-releasing hormone agonists (GnRHa) have been suggested as an alternative to prevent the loss of ovarian function due to exposure to cytotoxic agents. To determine the effectiveness of GnRHa administered concurrently with chemotherapy for ovarian function preservation.,"Chemotherapy may result in a detrimental effect on ovarian function and fertility in premenopausal women undergoing treatment for early-stage breast cancer (EBC). To minimize risk of harm to ovarian function and fertility for patients in this setting, careful considerations should be made. Gonadotropin-releasing hormone agonists (GnRHa) have been suggested as an alternative to prevent the loss of ovarian function due to exposure to cytotoxic agents, but GnRHa use for ovarian protection in EBC patients is not fully resolved. To determine the effectiveness of GnRHa administered concurrently with chemotherapy for ovarian function preservation. PubMed, SCOPUS, and Cochrane databases were searched for studies published between January 1975 and March 2015. The abstracts of the American Society of Clinical Oncology Annual Meeting between 1995 and 2014 and the San Antonio Breast Cancer Symposium between 2009 and 2014 were searched as well. Prospective, randomized, clinical trials addressing the role of ovarian suppression with GnRHa in preventing early ovarian dysfunction in premenopausal women undergoing treatment for EBC were selected. Data extraction was performed independently by 2 authors. The methodology and the risk of bias were assessment based on the description of randomization method, withdrawals, and blinding process. Rate of resumption of regular menses after a minimal follow-up period of 6 months following chemotherapy was used as a surrogate to assess the incidence of ovarian dysfunction. Additional secondary outcomes included hormone levels and number of pregnancies. Risk ratio estimates were calculated based on the number of evaluable patients. Analyses were conducted using a random effect model. Seven studies were included in this analysis, totaling 1047 randomized patients and 856 evaluable patients. The use of GnRHa was associated with a higher rate of recovery of regular menses after 6 months (odds ratio [OR], 2.41; 95% CI, 1.40-4.15; P = .002) and at least 12 months (OR, 1.85; 95% CI, 1.33-2.59; P < .001) following the last chemotherapy cycle. The use of GnRHa was also associated with a higher number of pregnancies (OR, 1.85; 95% CI, 1.02-3.36; P = .04), although this outcome was not uniformly reported and fertility or rate of pregnancy was not the primary outcome in any of the trials. Gonadotropin-releasing hormone agonists given with chemotherapy was associated with increased rates of recovery of regular menses in this meta-analysis. Evidence was insufficient to assess outcomes related to GnRHa and ovarian function and fertility and needs further investigation."
Priorities for cancer control in Spain.,"BorrÃ s, Colomer, Soria, LÃ³pez","Journal Article, Research Support, Non-U.S. Gov't, Review",https://pubmed.ncbi.nlm.nih.gov/20427354/,Spanish cancer strategy is being developed in the context of a decentralised health care system. Two-yearly colorectal cancer screening using the faecal occult blood test is a new goal.,"Spanish cancer strategy is being developed in the context of a decentralised health care system. The advantages and challenges posed by this system are reviewed, particularly vis-Ã -vis the need to build consensus among regional health services as regards priorities in cancer control. Analysis of the impact of cancer in Spain enables smoking prevention and obesity reduction to be highlighted, especially among adolescents, as targets for primary prevention. Two-yearly colorectal cancer screening using the faecal occult blood test and targeting persons aged 50-69 years is a new goal that should be pursued countrywide, as should population-based breast cancer screening. Insofar as health care is concerned, the focus is on promoting and consolidating multidisciplinary cancer care based on evidence-based clinical guidelines, and on ensuring that cancer patients enjoy prompt access to diagnosis and therapy. Psychosocial support, with experience gained in several health services, should be expanded. Palliative care must be consolidated as a necessary therapy for patients who require it. Finally, the important boost to cancer research witnessed in recent years should be sustained. The approach adopted is based on building a co-operative strategy among all of Spain's autonomous regions (Comunidades AutÃ³nomas), which must then apply the interventions in their respective health services. A shared understanding of the main priorities for cancer control, through a review of the evidence and a consensus embracing all stakeholders, including scientific societies and patients' associations, is an essential step in the implementation of cancer strategy in Spain."
Asthma prevention: breast is best?,"Kemp, Kakakios","Journal Article, Review",https://pubmed.ncbi.nlm.nih.gov/15228557/,There are many other beneficial effects of breastfeeding apart from the possibility of allergy prevention. The suggestion that breastfeeding may increase the development of allergic disease raises concerns about the appropriate steps to take for primary prevention of allergy.,"Whilst breastfeeding has been considered to exert a preventative effect on the development of allergic disease, several recent publications have challenged this view, particularly with respect to the long-term outcomes for asthma. There are many other beneficial effects of breastfeeding apart from the possibility of allergy prevention. The suggestion that breastfeeding may increase the development of allergic disease raises concerns about the appropriate steps to take for primary prevention of allergy. It is concluded that breastfeeding can still be recommended for the beneficial effects in reducing atopic disease in childhood in addition to the other demonstrated benefits, and that there are unresolved questions concerning the few studies that suggest the possibility of increased allergic disease in later life."
The adolescent patient.,Rapp,"Journal Article, Review",https://pubmed.ncbi.nlm.nih.gov/6344719/,The physician must establish a confidential and trusting relationship with the adolescent patient. The medical history should include a description of the pregnancy and delivery. All adolescent patients need a urine analysis and hematocrit test. All states allow treatment of adolescents over 18 without parental consent.,"The physician must establish a confidential and trusting relationship with the adolescent patient. All states allow treatment of adolescents over 18 without parental consent and some allow treatment for special problems such as venereal disease or drug abuse before 18. The depressed adolescent often presents with behavioral problems, school failure, or medical symptoms. The medical history should include a description of the pregnancy and delivery, immunizations and childhood diseases, family history of coronary disease, sexual activity, school performance, and drug use. The physical examination should include an evaluation of growth and sexual development, blood pressure determination, a breast examination in older teenagers, and a pelvic examination if the patient is sexually active or if a gynecologic problem is suspected. All adolescent patients need a urine analysis and hematocrit test. Sexually active patients need a serologic test for syphilis, gonorrhea culture, and Papanicolaou smear. Determination of cholesterol and triglyceride are needed when there is a history of a myocardial infarction in a first-degree relative younger than age 50 years."
