Title,Link,ArticleType,Abstract,SupplementaryDatasets
Nutrient-wide association study of 92 foods and nutrients and breast cancer risk,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6958698,Research Article,,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6958698/bin/13058_2019_1244_MOESM1_ESM.csv, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6958698/bin/13058_2019_1244_MOESM2_ESM.csv"
Curcumin as an Enhancer of Therapeutic Efficiency of Chemotherapy Drugs in Breast Cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8878285,Review,"Female breast cancer is the world’s most prevalent cancer in 2020. Chemotherapy still remains a backbone in breast cancer therapy and is crucial in advanced and metastatic breast cancer treatment. The clinical efficiency of chemotherapy regimens is limited due to tumor heterogeneity, chemoresistance, and side effects. Chemotherapeutic drug combinations with natural products hold great promise for enhancing their anticancer efficacy. Curcumin is an ideal chemopreventive and chemotherapy agent owning to its multitargeting function on various regulatory molecules, key signaling pathways, and pharmacological safety. This review aimed to elucidate the potential role of curcumin in enhancing the efficacy of doxorubicin, paclitaxel, 5-fluorouracil, and cisplatin via combinational therapy. Additionally, the molecular mechanisms underlying the chemosensitizing activity of these combinations have been addressed. Overall, based on the promising therapeutic potential of curcumin in combination with conventional chemotherapy drugs, curcumin is of considerable value to develop as an adjunct for combination chemotherapy with current drugs to treat breast cancer. Furthermore, this topic may provide the frameworks for the future research direction of curcumin–chemotherapy combination studies and may benefit in the development of a novel therapeutic strategy to maximize the clinical efficacy of anticancer drugs while minimizing their side effects in the future breast cancer treatment.",
Environmental exposures during windows of susceptibility for breast cancer: a framework for prevention research,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6701090,Review,,
Sleep and circadian disruption and incident breast cancer risk: An evidence-based and theoretical review,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6025900,Article,"Opportunities for restorative sleep and optimal sleep-wake schedules are becoming luxuries in industrialized cultures, yet accumulating research has revealed multiple adverse health effects of disruptions in sleep and circadian rhythms, including increased risk of breast cancer. The literature on breast cancer risk has focused largely on adverse effects of night shift work and exposure to light at night (LAN), without considering potential effects of associated sleep disruptions. As it stands, studies on breast cancer risk have not considered the impact of both sleep and circadian disruption, and the possible interaction of the two through bidirectional pathways, on breast cancer risk in the population at large. We review and synthesize this literature, including: 1) studies of circadian disruption and incident breast cancer; 2) evidence for bidirectional interactions between sleep and circadian systems; 3) studies of sleep and incident breast cancer; and 4) potential mechanistic pathways by which interrelated sleep and circadian disruption may contribute to the etiology of breast cancer.",
"Vitamin D intake, blood vitamin D levels, and the risk of breast cancer: a dose-response meta-analysis of observational studies",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6949087,Research Paper,"Epidemiological studies have indicated that blood vitamin D levels are linked to cancer. Here we conducted a dose–response meta-analysis based on published observational studies to evaluate the association of vitamin D intake and blood vitamin D levels with breast cancer susceptibility. PubMed, EMBASE, and Web of Science databases were searched up to January 2019. The pooled odds ratio (OR) and 95% confidence intervals (CIs) were extracted to estimate the risk. We identified 70 relevant studies on blood vitamin D levels (50 studies) and vitamin D intake (20 studies), respectively. Linear and nonlinear trend analyses were performed and showed that an increase in blood vitamin D levels by 5 nmol/l was associated with a 6% decrease in breast cancer risk (OR = 0.94, 95% CI = 0.93–0.96). Similar results were obtained for premenopausal (OR = 0.96, 95% CI = 0.93–0.99) and postmenopausal women (OR = 0.96, 95% CI = 0.94–0.98). The pooled OR of breast cancer risk for a 400IU/day increase in vitamin D intake was 0.97 (95% CI = 0.92–1.02). In conclusion, we found that breast cancer risk was inversely related to blood vitamin D levels; however, no significant association was observed in vitamin D intake.",
The obesity-breast cancer link: a multidisciplinary perspective,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9470704,Article,"Obesity, exceptionally prevalent in the USA, promotes the incidence and progression of numerous cancer types including breast cancer. Complex, interacting metabolic and immune dysregulation marks the development of both breast cancer and obesity. Obesity promotes chronic low-grade inflammation, particularly in white adipose tissue, which drives immune dysfunction marked by increased pro-inflammatory cytokine production, alternative macrophage activation, and reduced T cell function. Breast tissue is predominantly composed of white adipose, and developing breast cancer readily and directly interacts with cells and signals from adipose remodeled by obesity. This review discusses the biological mechanisms through which obesity promotes breast cancer, the role of obesity in breast cancer health disparities, and dietary interventions to mitigate the adverse effects of obesity on breast cancer. We detail the intersection of obesity and breast cancer, with an emphasis on the shared and unique patterns of immune dysregulation in these disease processes. We have highlighted key areas of breast cancer biology exacerbated by obesity, including incidence, progression, and therapeutic response. We posit that interception of obesity-driven breast cancer will require interventions that limit protumor signaling from obese adipose tissue and that consider genetic, structural, and social determinants of the obesity–breast cancer link. Finally, we detail the evidence for various dietary interventions to offset obesity effects in clinical and preclinical studies of breast cancer. In light of the strong associations between obesity and breast cancer and the rising rates of obesity in many parts of the world, the development of effective, safe, well-tolerated, and equitable interventions to limit the burden of obesity on breast cancer are urgently needed.",
"Sinularin Selectively Kills Breast Cancer Cells Showing G2/M Arrest, Apoptosis, and Oxidative DNA Damage",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6017762,Article,"The natural compound sinularin, isolated from marine soft corals, is antiproliferative against several cancers, but its possible selective killing effect has rarely been investigated. This study investigates the selective killing potential and mechanisms of sinularin-treated breast cancer cells. In 3-(4,5-dimethylthiazol-2-yl)-5-(3-carboxymethoxyphenyl)-2-(4-sulfophenyl)-2H- tetrazolium, inner salt (MTS) assay, sinularin dose-responsively decreased the cell viability of two breast cancer (SKBR3 and MDA-MB-231) cells, but showed less effect on breast normal (M10) cells after a 24 h treatment. According to 7-aminoactinomycin D (7AAD) flow cytometry, sinularin dose-responsively induced the G2/M cycle arrest of SKBR3 cells. Sinularin dose-responsively induced apoptosis on SKBR3 cells in terms of a flow cytometry-based annexin V/7AAD assay and pancaspase activity, as well as Western blotting for cleaved forms of poly(ADP-ribose) polymerase (PARP), caspases 3, 8, and 9. These caspases and PARP activations were suppressed by",
Urinary phthalate exposures and risk of breast cancer: the Multiethnic Cohort study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8025373,Research Article,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8025373/bin/13058_2021_1419_MOESM1_ESM.docx
Role of Tumor-Associated Myeloid Cells in Breast Cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7464644,Review,"Stromal immune cells constitute the tumor microenvironment. These immune cell subsets include myeloid cells, the so-called tumor-associated myeloid cells (TAMCs), which are of two types: tumor-associated macrophages (TAMs) and myeloid-derived suppressor cells (MDSCs). Breast tumors, particularly those in human epidermal growth factor receptor 2 (HER-2)-positive breast cancer and triple-negative breast cancer, are solid tumors containing immune cell stroma. TAMCs drive breast cancer progression via immune mediated, nonimmune-mediated, and metabolic interactions, thus serving as a potential therapeutic target for breast cancer. TAMC-associated breast cancer treatment approaches potentially involve the inhibition of TAM recruitment, modulation of TAM polarization/differentiation, reduction of TAM products, elimination of MDSCs, and reduction of MDSC products. Furthermore, TAMCs can enhance or restore immune responses during cancer immunotherapy. This review describes the role of TAMs and MDSCs in breast cancer and elucidates the clinical implications of TAMs and MDSCs as potential targets for breast cancer treatment.",
"Breast Cancer—Epidemiology, Classification, Pathogenesis and Treatment (Review of Literature)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9139759,Review,,
The Role of Adipokines and Bone Marrow Adipocytes in Breast Cancer Bone Metastasis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7404398,Review,"The morbidity and mortality of breast cancer is mostly due to a distant metastasis, especially to the bone. Many factors may be responsible for bone metastasis in breast cancer, but interactions between tumor cells and other surrounding types of cells, and cytokines secreted by both, are expected to play the most important role. Bone marrow adipocyte (BMA) is one of the cell types comprising the bone, and adipokine is one of the cytokines secreted by both breast cancer cells and BMAs. These BMAs and adipokines are known to be responsible for cancer progression, and this review is focused on how BMAs and adipokines work in the process of breast cancer bone metastasis. Their potential as suppressive targets for bone metastasis is also explored in this review.",
Small nucleolar RNA,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9067147,Research Article,"Metastasis is the primary reason of death in patients with cancer. Small nucleolar noncoding RNAs (snoRNAs) are conserved 60–300 nucleotide noncoding RNAs, involved in post‐transcriptional regulation of mRNAs and noncoding RNAs. Despite their essential roles in cancer, the roles of snoRNAs in epithelial‐mesenchymal transition (EMT)‐induced metastasis have not been studied extensively. Here, we used small RNA sequencing to screen for snoRNAs related to EMT and breast cancer metastasis. We found a higher expression of",
NMT1 inhibition modulates breast cancer progression through stress-triggered JNK pathway,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6240078,Article,"Myristoylation is one of key post-translational modifications that involved in signal transduction, cellular transformation and tumorigenesis. Increasing evidence demonstrates that targeting myristoylation might provide a new strategy for eliminating cancers. However, the underlying mechanisms are still yielded unclear. In this study, we demonstrated that genetic inhibition of N-myristoyltransferase NMT1 suppressed initiation, proliferation and invasion of breast cancer cells either in vitro or in vivo. We identified ROS could negatively regulate NMT1 expression and NMT1 knockdown conversely promoted oxidative stress, which formed a feedback loop. Furthermore, inhibition of NMT1 caused degraded proteins increase and ER stress, which cross-talked with mitochondria to produce more ROS. And both of oxidative stress and ER stress could activate JNK pathway, leading to autophagy which abrogated breast cancer progression especially triple-negative breast cancer (TNBC). These studies provide a preclinical proof of concept for targeting NMT1 as a strategy to treat breast cancer.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6240078/bin/41419_2018_1201_MOESM1_ESM.xlsx, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6240078/bin/41419_2018_1201_MOESM2_ESM.xlsx, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6240078/bin/41419_2018_1201_MOESM3_ESM.docx, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6240078/bin/41419_2018_1201_MOESM4_ESM.tif, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6240078/bin/41419_2018_1201_MOESM5_ESM.tif, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6240078/bin/41419_2018_1201_MOESM6_ESM.tif, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6240078/bin/41419_2018_1201_MOESM7_ESM.tif, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6240078/bin/41419_2018_1201_MOESM8_ESM.tif"
Metabolic pathways in obesity-related breast cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10410950,Article,"This Review focuses on the mechanistic evidence for a link between obesity, dysregulated cellular metabolism and breast cancer. Strong evidence now links obesity with the development of 13 different types of cancer, including oestrogen receptor-positive breast cancer in postmenopausal women. A number of local and systemic changes are hypothesized to support this relationship, including increased circulating levels of insulin and glucose as well as adipose tissue-derived oestrogens, adipokines and inflammatory mediators. Metabolic pathways of energy production and utilization are dysregulated in tumour cells and this dysregulation is a newly accepted hallmark of cancer. Dysregulated metabolism is also hypothesized to be a feature of non-neoplastic cells in the tumour microenvironment. Obesity-associated factors regulate metabolic pathways in both breast cancer cells and cells in the breast microenvironment, which provides a molecular link between obesity and breast cancer. Consequently, interventions that target these pathways might provide a benefit in postmenopausal women and individuals with obesity, a population at high risk of breast cancer.",
Breast Cancer Prevention-Is there a Future for Sulforaphane and Its Analogs?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7352481,Review,"Breast cancer is the most prevalent type of cancer among women worldwide. There are several recommended methods of breast cancer prevention, including chemoprevention. There are several approved drugs used to prevent breast cancer occurrence or recurrence and metastasizing. There are also a number of new substances undergoing clinical trials and at the stage of initial study. Studies suggest that dietary factors play a crucial role in breast cancer etiology. Epidemiological studies indicate that in particular vegetables from the",
"N-((1-(4-Fluorophenyl)-1H-1,2,3-triazol-4-yl)methyl)-2-methylene-3-oxo-olean-12-en-28-amide Induces Apoptosis in Human Breast Cancer Cells by Stimulating Oxidative Stress and Inhibiting the Notch-Akt Signaling Pathway",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9068303,Research Article,"Breast cancer is of the leading causes of cancer-related deaths and the most frequently diagnosed cancer among females worldwide. Despite advancements in breast cancer therapy, the disease eventually progresses in most patients because of de novo or secondary resistance. Thus, discovering novel drugs with high effectiveness and low toxicity for systemic therapy is essential. In this study, we investigated whether a new oleanolic derivative N-((1-(4-fluorophenyl)-1H-1,2,3-triazol-4-yl)methyl)-2-methylene-3-oxo-olean-12-en-28-amide (ZQL-4c) exhibits potential anticancer effects against breast cancer. We determined that ZQL-4c strongly inhibited cell proliferation and invasion and induced G2/M phase arrest and apoptosis in breast cancer cells. We then found that ZQL-4c induced the production of reactive oxygen species (ROS). We then found that ZQL-4c significantly inhibited Notch-AKT signaling pathways that are related to oxidative stress. Taken together, this study is the first to show that ZQL-4c can significantly suppress the growth and invasion of breast cancer by blocking Notch-Akt signaling pathways, which are mainly regulated by ROS-mediated oxidative stress. Thus, ZQL-4c might be considered a novel and potential anticancer drug for breast cancer treatment.",
15-Lipoxygenase and its metabolites in the pathogenesis of breast cancer: A double-edged sword,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8627626,Review,"15-lipoxygenase is one of the key enzymes for the metabolism of unsaturated fatty acids that its manipulation has been proposed recently as a new molecular target for regulating cancer cell growth. Aberrant expression of 15-lipoxygenase enzyme seems to play an indicative role in the pathology of different cancer types, tumor progression, metastasis, or apoptosis. Based on the fact that breast cancer is one of the most common cancers that imposes a burden of mortality in women also, on the other hand, evidence in experimental models and human studies indicate the emerging role of the 15-lipoxygenase pathway in breast cancer pathogenesis, we present a review of recent findings related to the role of 15- lipoxygenase enzyme and metabolites in breast cancer growth, apoptosis, metastasis, and invasion as well as their local and circulating expression pattern in patients with breast cancer. Our review supports the emerging role of 15- lipoxygenase in molecular and cellular processes regulating breast tumor cell fate with both positive and negative effects.",
"Iron intake, body iron status, and risk of breast cancer: a systematic review and meta-analysis",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6555759,Research Article,,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6555759/bin/12885_2019_5642_MOESM1_ESM.docx, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6555759/bin/12885_2019_5642_MOESM2_ESM.docx, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6555759/bin/12885_2019_5642_MOESM3_ESM.docx, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6555759/bin/12885_2019_5642_MOESM4_ESM.pdf, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6555759/bin/12885_2019_5642_MOESM5_ESM.pdf, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6555759/bin/12885_2019_5642_MOESM6_ESM.pdf"
"Predictive, preventive, and personalized medicine in breast cancer: targeting the PI3K pathway",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10765967,Review,"Breast cancer (BC) is a multifaceted disease characterized by distinct molecular subtypes and varying responses to treatment. In BC, the phosphatidylinositol 3-kinase (PI3K) pathway has emerged as a crucial contributor to the development, advancement, and resistance to treatment. This review article explores the implications of the PI3K pathway in predictive, preventive, and personalized medicine for BC. It emphasizes the identification of predictive biomarkers, such as PIK3CA mutations, and the utility of molecular profiling in guiding treatment decisions. The review also discusses the potential of targeting the PI3K pathway for preventive strategies and the customization of therapy based on tumor stage, molecular subtypes, and genetic alterations. Overcoming resistance to PI3K inhibitors and exploring combination therapies are addressed as important considerations. While this field holds promise in improving patient outcomes, further research and clinical trials are needed to validate these approaches and translate them into clinical practice.",
"Histocompatibility Minor 13 (HM13), targeted by miR-760, exerts oncogenic role in breast cancer by suppressing autophagy and activating PI3K-AKT-mTOR pathway",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9509374,Article,"Histocompatibility Minor 13 (HM13) is reported to participate in regulating multiple cancers. In the present study, we uncovered that HM13 was highly expressed in breast cancer and correlated with worse prognosis. Downregulation of HM13 could suppress breast cancer cell proliferation and metastasis abilities. Tumorigenicity mediated by HM13 was also observed in the xenograft model. Knockdown of HM13 could activate autophagy by inducing endoplasmic reticulum (ER) stress. Moreover, further experiments demonstrated that downregulated HM13 could inhibit PI3K-AKT-mTOR pathway. We then verified that HM13 was a direct target of miR-760 functioned as a tumor -suppressor in breast cancer. And the tumor suppressive effects of miR-760 could be partially reversed by HM13. Taken together, these findings elucidated that HM13, targeted by miR-760, could play an oncogenic role in breast cancer by inducing autophagic inhibition and facilitating PI3K-AKT-mTOR pathway. Our findings suggested HM13 could act as a novel therapeutic target candidate for breast cancer and supported the idea that autophagy inducers might represent a new approach to treat breast cancer.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9509374/bin/41419_2022_5154_MOESM1_ESM.pdf, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9509374/bin/41419_2022_5154_MOESM2_ESM.pdf, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9509374/bin/41419_2022_5154_MOESM3_ESM.docx, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9509374/bin/41419_2022_5154_MOESM4_ESM.tif, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9509374/bin/41419_2022_5154_MOESM5_ESM.tif, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9509374/bin/41419_2022_5154_MOESM6_ESM.tif, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9509374/bin/41419_2022_5154_MOESM7_ESM.tif, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9509374/bin/41419_2022_5154_MOESM8_ESM.tif, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9509374/bin/41419_2022_5154_MOESM9_ESM.tif, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9509374/bin/41419_2022_5154_MOESM10_ESM.pdf, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9509374/bin/41419_2022_5154_MOESM11_ESM.xlsx"
"Abundance of reactive oxygen species (ROS) is associated with tumor aggressiveness, immune response and worse survival in breast cancer",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9987174,Article,,
The Role of Immune Cells in Breast Tissue and Immunotherapy for the Treatment of Breast Cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7775885,Article,"Immune cells are present in normal breast tissue and in breast carcinoma. The nature and distribution of the immune cell subtypes in these tissues are reviewed to promote a better understanding of their important role in breast cancer prevention and treatment. We conducted a review of the literature to define the type, location, distribution, and role of immune cells in normal breast tissue and in in situ and invasive breast cancer. Immune cells in normal breast tissue are located predominantly within the epithelial component in breast ductal lobules. Immune cell subtypes representing innate immunity (NK, CD68+, and CD11c+ cells) and adaptive immunity (most commonly CD8+, but CD4+ and CD20+ as well) are present; CD8þs cells are the most common subtype and are primarily effector memory cells. Immune cells may recognize neoantigens and endogenous and exogenous ligands and may serve in chronic inflammation and immunosurveillance. Progression to breast cancer is characterized by increased immune cell infiltrates in tumor parenchyma and stroma, including CD4+ and CD8+ granzyme B+ cytotoxic T cells, B cells, macrophages and dendritic cells. Tumor-infiltrating lymphocytes in breast cancer may serve as prognostic indicators for response to chemotherapy and for survival. Experimental strategies of adoptive transfer of breast tumor-infiltrating lymphocyte may allow regression of metastatic breast cancer and encourage development of innovative T-cell strategies for the immunotherapy of breast cancer. In conclusion, immune cells in breast tissues play an important role throughout breast carcinogenesis. An understanding of these roles has important implications for the prevention and the treatment of breast cancer.",
Landscape of tumor suppressor long noncoding RNAs in breast cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6376750,Research,,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6376750/bin/13046_2019_1096_MOESM1_ESM.zip, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6376750/bin/13046_2019_1096_MOESM2_ESM.zip"
"TP53-based interaction analysis identifies cis-eQTL variants for TP53BP2, FBXO28, and FAM53A that associate with survival and treatment outcome in breast cancer",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5392336,Research Paper,TP53 overexpression is indicative of somatic,
LIPG‐promoted lipid storage mediates adaptation to oxidative stress in breast cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6618071,Cancer Epidemiology,"Endothelial lipase (LIPG) is a cell surface associated lipase that displays phospholipase A1 activity towards phosphatidylcholine present in high‐density lipoproteins (HDL). LIPG was recently reported to be expressed in breast cancer and to support proliferation, tumourigenicity and metastasis. Here we show that severe oxidative stress leading to AMPK activation triggers",
"HIFs, angiogenesis, and metabolism: elusive enemies in breast cancer",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7524491,Review Series,"Hypoxia-inducible factors (HIFs) and the HIF-dependent cancer hallmarks angiogenesis and metabolic rewiring are well-established drivers of breast cancer aggressiveness, therapy resistance, and poor prognosis. Targeting of HIF and its downstream targets in angiogenesis and metabolism has been unsuccessful so far in the breast cancer clinical setting, with major unresolved challenges residing in target selection, development of robust biomarkers for response prediction, and understanding and harnessing of escape mechanisms. This Review discusses the pathophysiological role of HIFs, angiogenesis, and metabolism in breast cancer and the challenges of targeting these features in patients with breast cancer. Rational therapeutic combinations, especially with immunotherapy and endocrine therapy, seem most promising in the clinical exploitation of the intricate interplay of HIFs, angiogenesis, and metabolism in breast cancer cells and the tumor microenvironment.",
Exploring the Potential Role of Circulating microRNAs as Biomarkers for Predicting Clinical Response to Neoadjuvant Therapy in Breast Cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10297903,Review,"Breast cancer (BC) is a leading cause of cancer-related deaths among women worldwide. Neoadjuvant therapy (NAT) is increasingly being used to reduce tumor burden prior to surgical resection. However, current techniques for assessing tumor response have significant limitations. Additionally, drug resistance is commonly observed, raising a need to identify biomarkers that can predict treatment sensitivity and survival outcomes. Circulating microRNAs (miRNAs) are small non-coding RNAs that regulate gene expression and have been shown to play a significant role in cancer progression as tumor inducers or suppressors. The expression of circulating miRNAs has been found to be significantly altered in breast cancer patients. Moreover, recent studies have suggested that circulating miRNAs can serve as non-invasive biomarkers for predicting response to NAT. Therefore, this review provides a brief overview of recent studies that have demonstrated the potential of circulating miRNAs as biomarkers for predicting the clinical response to NAT in BC patients. The findings of this review will strengthen future research on developing miRNA-based biomarkers and their translation into medical practice, which could significantly improve the clinical management of BC patients undergoing NAT.",
Epithelial-Mesenchymal Transition Programs and Cancer Stem Cell Phenotypes: Mediators of Breast Cancer Therapy Resistance.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7483945,Article,"Epithelial-mesenchymal transition (EMT) programs play essential functions in normal morphogenesis and organogenesis, including that occurring during mammary gland development and glandular regeneration. Historically, EMT programs were believed to reflect a loss of epithelial gene expression signatures and morphologies that give way to those associated with mesenchymal cells and their enhanced migratory and invasive behaviors. However, accumulating evidence now paints EMT programs as representing a spectrum of phenotypic behaviors that also serve to enhance cell survival, immune tolerance, and perhaps even metastatic dormancy. Equally important, the activation of EMT programs in transformed mammary epithelial cells not only enhances their acquisition of invasive and metastatic behaviors, but also expands their generation of chemoresistant breast cancer stem cells (BCSCs). Importantly, the net-effect of these events results in the appearance of recurrent metastatic lesions that remain refractory to the armamentarium of chemotherapies and targeted therapeutic agents deployed against advanced-stage breast cancers. Here we review the molecular and cellular mechanisms that contribute to the pathophysiology of EMT programs in human breast cancers and how these events impact their “stemness” and acquisition of chemoresistant phenotypes.",
The role of CPT1A as a biomarker of breast cancer progression: a bioinformatic approach,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9525709,Article,"Breast cancer is the commonest malignancy of women and with its incidence on the rise, the need to identify new targets for treatment is imperative. There is a growing interest in the role of lipid metabolism in cancer. Carnitine palmitoyl-transferase-1 (CPT-1); the rate limiting step in fatty acid oxidation, has been shown to be overexpressed in a range of tumours. There are three isoforms of CPT-1; A, B and C. It is CPT-1A that has been shown to be the predominant isoform which is overexpressed in breast cancer. We performed a bioinformatic analysis using readily available online platforms to establish the prognostic and predictive effects related to CPT-1A expression. These include the KM plotter, the Human Protein Atlas, the cBioPortal, the G2O, the MethSurvand the ROC plotter. A Network analysis was performed using the Oncomine platform and signalling pathways constituting the cancer hallmarks, including immune regulation as utilised by NanoString. The epigenetic pathways were obtained from the EpiFactor website. Spearman correlations (r) to determine the relationship between CPT-1A and the immune response were obtained using the TISIDB portal. Overexpression of CPT-1A largely confers a worse prognosis and CPT-1A progressively recruits a range of pathways as breast cancer progresses. CPT-1A’s interactions with cancer pathways is far wider than previously realised and includes associations with epigenetic regulation and immune evasion pathways, as well as wild-type moderate to high penetrant genes involved in hereditary breast cancer. Although CPT-1A genomic alterations are detected in 9% of breast carcinomas, both the alteration and the metagene associated with it, confers a poor prognosis. CPT-1A expression can be utilised as a biomarker of disease progression and as a potential therapeutic target.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9525709/bin/41598_2022_20585_MOESM1_ESM.pptx, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9525709/bin/41598_2022_20585_MOESM2_ESM.xlsx, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9525709/bin/41598_2022_20585_MOESM3_ESM.xlsx, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9525709/bin/41598_2022_20585_MOESM4_ESM.xlsx, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9525709/bin/41598_2022_20585_MOESM5_ESM.xlsx, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9525709/bin/41598_2022_20585_MOESM6_ESM.xlsx, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9525709/bin/41598_2022_20585_MOESM7_ESM.xlsx"
"Protein Acyltransferase DHHC3 Regulates Breast Tumor Growth, Oxidative Stress, and Senescence",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5819883,Article,"DHHC-type protein acyltransferases may regulate the localization, stability, and/or activity of their substrates. In this study, we show that the protein palmitoyltransferase DHHC3 is upregulated in malignant and metastatic human breast cancer. Elevated expression of DHHC3 correlated with diminished patient survival in breast cancer and six other human cancer types.",
The Multifaceted Functions of Autophagy in Breast Cancer Development and Treatment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8229352,Review,"Macroautophagy (herein referred to as autophagy) is a complex catabolic process characterized by the formation of double-membrane vesicles called autophagosomes. During this process, autophagosomes engulf and deliver their intracellular content to lysosomes, where they are degraded by hydrolytic enzymes. Thereby, autophagy provides energy and building blocks to maintain cellular homeostasis and represents a dynamic recycling mechanism. Importantly, the clearance of damaged organelles and aggregated molecules by autophagy in normal cells contributes to cancer prevention. Therefore, the dysfunction of autophagy has a major impact on the cell fate and can contribute to tumorigenesis. Breast cancer is the most common cancer in women and has the highest mortality rate among all cancers in women worldwide. Breast cancer patients often have a good short-term prognosis, but long-term survivors often experience aggressive recurrence. This phenomenon might be explained by the high heterogeneity of breast cancer tumors rendering mammary tumors difficult to target. This review focuses on the mechanisms of autophagy during breast carcinogenesis and sheds light on the role of autophagy in the traits of aggressive breast cancer cells such as migration, invasion, and therapeutic resistance.",
Targeting protein quality control pathways in breast cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5689203,Review,"The efficient production, folding, and secretion of proteins is critical for cancer cell survival. However, cancer cells thrive under stress conditions that damage proteins, so many cancer cells overexpress molecular chaperones that facilitate protein folding and target misfolded proteins for degradation via the ubiquitin-proteasome or autophagy pathway. Stress response pathway induction is also important for cancer cell survival. Indeed, validated targets for anti-cancer treatments include molecular chaperones, components of the unfolded protein response, the ubiquitin-proteasome system, and autophagy. We will focus on links between breast cancer and these processes, as well as the development of drug resistance, relapse, and treatment.",
